Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,criticize,критиковать,2022-08-08,T,0
2022-08-08,crop,сельскохозяйственная культура,2022-08-08,T,0
2022-08-08,crucial,решающий,2022-08-08,T,0
2022-08-08,cruise,морское путешествие,2022-08-08,T,0
2022-08-08,cry,плач,2022-08-08,T,0
2022-08-08,cue,подсказка,2022-08-08,T,0
2022-08-08,cure,вылечить,2022-08-08,T,0
2022-08-08,current,ток,2022-08-08,T,0
2022-08-08,curriculum,учебный план,2022-08-08,T,0
2022-08-08,curve,кривизна,2022-08-08,T,0
2022-08-08,cute,милый,2022-08-08,T,0
2022-08-08,dairy,молочные продукты,2022-08-08,T,0
2022-08-08,dare,сметь,2022-08-08,T,0
2022-08-08,darkness,темнота,2022-08-08,T,0
2022-08-08,deadline,крайний срок,2022-08-08,T,0
2022-08-08,deadly,смертоносный,2022-08-08,T,0
2022-08-08,dealer,дилер,2022-08-08,T,0
2022-08-08,debate,дебаты,2022-08-08,T,0
2022-08-08,decent,порядочный,2022-08-08,T,0
2022-08-08,deck,колода,2022-08-08,T,0
2022-08-08,declare,объявлять,2022-08-08,T,0
2022-08-08,decline,снижение,2022-08-08,T,0
2022-08-08,decoration,украшение,2022-08-08,T,0
2022-08-08,decrease,уменьшить,2022-08-08,T,0
2022-08-08,deeply,глубоко,2022-08-08,T,0
2022-08-08,defeat,поражение,2022-08-08,T,0
2022-08-08,defence,защита,2022-08-08,T,0
2022-08-08,defend,защищать,2022-08-08,T,0
2022-08-08,defender,защитник,2022-08-08,T,0
2022-08-08,deliberate,преднамеренный,2022-08-08,T,0
2022-08-08,deliberately,намеренно,2022-08-08,T,0
2022-08-08,delight,восторг,2022-08-08,T,0
2022-08-08,delighted,обрадованный,2022-08-08,T,0
2022-08-08,demand,потребность,2022-08-08,T,0
2022-08-08,democracy,демократия,2022-08-08,T,0
2022-08-08,demonstrate,демонстрировать,2022-08-08,T,0
2022-08-08,demonstration,демонстрация,2022-08-08,T,0
2022-08-08,deny,отрицать,2022-08-08,T,0
2022-08-08,depart,отходить,2022-08-08,T,0
2022-08-08,dependent,зависимый,2022-08-08,T,0
2022-08-08,deposit,депозит,2022-08-08,T,0
2022-08-08,depressed,подавленный,2022-08-08,T,0
2022-08-08,depressing,унылый,2022-08-08,T,0
2022-08-08,depth,глубина,2022-08-08,T,0
2022-08-08,derive,выводить,2022-08-08,T,0
2022-08-08,deserve,заслуживать,2022-08-08,T,0
2022-08-08,desire,желание,2022-08-08,T,0
2022-08-08,desperate,отчаянный,2022-08-08,T,0
2022-08-08,desperately,в отчаянии,2022-08-08,T,0
2022-08-08,destruction,разрушение,2022-08-08,T,0
2022-08-08,detail,подробность,2022-08-08,T,0
2022-08-08,detect,обнаружить,2022-08-08,T,0
2022-08-08,determination,определение,2022-08-08,T,0
2022-08-08,devote,посвятить,2022-08-08,T,0
2022-08-08,differ,отличаться,2022-08-08,T,0
2022-08-08,dig,копать землю,2022-08-08,T,0
2022-08-08,disability,инвалидность,2022-08-08,T,0
2022-08-08,disabled,нетрудоспособный,2022-08-08,T,0
2022-08-08,disagreement,разногласие,2022-08-08,T,0
2022-08-08,disappoint,разочаровывать,2022-08-08,T,0
2022-08-08,disappointment,разочарование,2022-08-08,T,0
2022-08-08,discipline,дисциплина,2022-08-08,T,0
2022-08-08,discourage,отговаривать,2022-08-08,T,0
2022-08-08,dishonest,нечестный,2022-08-08,T,0
2022-08-08,dismiss,отклонять,2022-08-08,T,0
2022-08-08,disorder,беспорядок,2022-08-08,T,0
2022-08-08,display,дисплей,2022-08-08,T,0
2022-08-08,distant,отдаленный,2022-08-08,T,0
2022-08-08,distract,отвлекать,2022-08-08,T,0
2022-08-08,distribute,распространять,2022-08-08,T,0
2022-08-08,distribution,распределение,2022-08-08,T,0
2022-08-08,district,район,2022-08-08,T,0
2022-08-08,disturb,беспокоить,2022-08-08,T,0
2022-08-08,dive,нырять,2022-08-08,T,0
2022-08-08,diverse,разнообразный,2022-08-08,T,0
2022-08-08,diversity,разнообразие,2022-08-08,T,0
2022-08-08,division,деление,2022-08-08,T,0
2022-08-08,divorce,развод,2022-08-08,T,0
2022-08-08,domestic,внутренний,2022-08-08,T,0
2022-08-08,dominant,доминирующий,2022-08-08,T,0
2022-08-08,dominate,доминировать,2022-08-08,T,0
2022-08-08,donation,пожертвование,2022-08-08,T,0
2022-08-08,dot,точка,2022-08-08,T,0
2022-08-08,downtown,центр города,2022-08-08,T,0
2022-08-08,downwards,вниз,2022-08-08,T,0
2022-08-08,dozen,дюжина,2022-08-08,T,0
2022-08-08,draft,черновик,2022-08-08,T,0
2022-08-08,drag,тащить,2022-08-08,T,0
2022-08-08,dramatic,драматичный,2022-08-08,T,0
2022-08-08,dramatically,драматично,2022-08-08,T,0
2022-08-08,drought,засуха,2022-08-08,T,0
2022-08-08,dump,свалка,2022-08-08,T,0
2022-08-08,dynamic,динамический,2022-08-08,T,0
2022-08-08,economist,экономист,2022-08-08,T,0
2022-08-08,edition,издание,2022-08-08,T,0
2022-08-08,editorial,редакционный,2022-08-08,T,0
2022-08-08,efficient,эффективный,2022-08-08,T,0
2022-08-08,efficiently,продуктивно,2022-08-08,T,0
2022-08-08,elderly,престарелый,2022-08-08,T,0
2022-08-08,elect,избирать,2022-08-08,T,0
2022-08-08,elegant,элегантный,2022-08-08,T,0
2022-08-08,elementary,элементарный,2022-08-08,T,0
2022-08-08,eliminate,устранить,2022-08-08,T,0
2022-08-08,elsewhere,где-то в другом месте,2022-08-08,T,0
2022-08-08,embrace,охватывать,2022-08-08,T,0
2022-08-08,emerge,появляться,2022-08-08,T,0
2022-08-08,emission,излучение,2022-08-08,T,0
2022-08-08,emotionally,эмоционально,2022-08-08,T,0
2022-08-08,emphasis,акцент,2022-08-08,T,0
2022-08-08,emphasize,подчеркивать,2022-08-08,T,0
2022-08-08,empire,империя,2022-08-08,T,0
2022-08-08,enable,позволять,2022-08-08,T,0
2022-08-08,encounter,встреча,2022-08-08,T,0
2022-08-08,engage,заниматься,2022-08-08,T,0
2022-08-08,enhance,усилить,2022-08-08,T,0
2022-08-08,enjoyable,доставляющий удовольствие,2022-08-08,T,0
2022-08-08,ensure,обеспечивать,2022-08-08,T,0
2022-08-08,entertaining,развлекательный,2022-08-08,T,0
2022-08-08,enthusiasm,энтузиазм,2022-08-08,T,0
2022-08-08,enthusiastic,восторженный,2022-08-08,T,0
2022-08-08,entire,весь,2022-08-08,T,0
2022-08-08,entirely,полностью,2022-08-08,T,0
2022-08-08,equip,оборудовать,2022-08-08,T,0
2022-08-08,equivalent,эквивалент,2022-08-08,T,0
2022-08-08,era,эпоха,2022-08-08,T,0
2022-08-08,erupt,извергаться,2022-08-08,T,0
2022-08-08,essentially,по существу,2022-08-08,T,0
2022-08-08,establish,установить,2022-08-08,T,0
2022-08-08,estate,имущество,2022-08-08,T,0
2022-08-08,estimate,оценить,2022-08-08,T,0
2022-08-08,ethic,этический,2022-08-08,T,0
2022-08-08,ethical,этический,2022-08-08,T,0
2022-08-08,ethnic,этнический,2022-08-08,T,0
2022-08-08,evaluate,оценивать,2022-08-08,T,0
2022-08-08,evaluation,оценка,2022-08-08,T,0
2022-08-08,evident,очевидный,2022-08-08,T,0
2022-08-08,evil,злой,2022-08-08,T,0
2022-08-08,evolution,эволюция,2022-08-08,T,0
2022-08-08,evolve,эволюционировать,2022-08-08,T,0
2022-08-08,examination,экспертиза,2022-08-08,T,0
2022-08-08,exceed,превышать,2022-08-08,T,0
2022-08-08,exception,исключение,2022-08-08,T,0
2022-08-08,excessive,чрезмерный,2022-08-08,T,0
2022-08-08,exclude,исключать,2022-08-08,T,0
2022-08-08,excuse,оправдание,2022-08-08,T,0
2022-08-08,executive,исполнительный,2022-08-08,T,0
2022-08-08,exhibit,экспонат,2022-08-08,T,0
2022-08-08,existence,существование,2022-08-08,T,0
2022-08-08,exotic,экзотический,2022-08-08,T,0
2022-08-08,expansion,расширение,2022-08-08,T,0
2022-08-08,expectation,ожидание,2022-08-08,T,0
2022-08-08,expense,расходы,2022-08-08,T,0
2022-08-08,expertise,экспертиза,2022-08-08,T,0
2022-08-08,exploit,эксплуатировать,2022-08-08,T,0
2022-08-08,exploration,исследование,2022-08-08,T,0
2022-08-08,expose,разоблачать,2022-08-08,T,0
2022-08-08,exposure,подверженность,2022-08-08,T,0
2022-08-08,extend,простираться,2022-08-08,T,0
2022-08-08,extension,расширение,2022-08-08,T,0
2022-08-08,extensively,широко,2022-08-08,T,0
2022-08-08,extent,степень,2022-08-08,T,0
2022-08-08,external,внешний,2022-08-08,T,0
2022-08-08,extract,экстракт,2022-08-08,T,0
2022-08-08,extraordinary,необычайный,2022-08-08,T,0
2022-08-08,extreme,экстремальный,2022-08-08,T,0
2022-08-08,fabric,ткань,2022-08-08,T,0
2022-08-08,fabulous,невероятный,2022-08-08,T,0
2022-08-08,facility,возможность,2022-08-08,T,0
2022-08-08,failed,неудачный,2022-08-08,T,0
2022-08-08,failure,неудача,2022-08-08,T,0
2022-08-08,faith,вера,2022-08-08,T,0
2022-08-08,fake,ненастоящий,2022-08-08,T,0
2022-08-08,fame,известность,2022-08-08,T,0
2022-08-08,fantasy,фантастика,2022-08-08,T,0
2022-08-08,fare,плата за проезд,2022-08-08,T,0
2022-08-08,fault,вина,2022-08-08,T,0
2022-08-08,favour,польза,2022-08-08,T,0
2022-08-08,feather,перо,2022-08-08,T,0
2022-08-08,fee,плата,2022-08-08,T,0
2022-08-08,fellow,приятель,2022-08-08,T,0
2022-08-08,figure,цифра,2022-08-08,T,0
2022-08-08,finance,финансовый,2022-08-08,T,0
2022-08-08,finding,обнаружение,2022-08-08,T,0
2022-08-08,firefighter,пожарный,2022-08-08,T,0
2022-08-08,firework,салют,2022-08-08,T,0
2022-08-08,firm,твёрдый,2022-08-08,T,0
2022-08-08,firm,фирма,2022-08-08,T,0
2022-08-08,firmly,твердо,2022-08-08,T,0
2022-08-08,fix,фиксировать,2022-08-08,T,0
2022-08-08,flame,пламя,2022-08-08,T,0
2022-08-08,flash,вспышка,2022-08-08,T,0
2022-08-08,flavour,аромат,2022-08-08,T,0
2022-08-08,float,плавать,2022-08-08,T,0
2022-08-08,folding,складной,2022-08-08,T,0
2022-08-08,fond,любящий,2022-08-08,T,0
2022-08-08,fool,дурак,2022-08-08,T,0
2022-08-08,forbid,запретить,2022-08-08,T,0
2022-08-08,forecast,прогноз,2022-08-08,T,0
2022-08-08,format,формат,2022-08-08,T,0
2022-08-08,formation,образование,2022-08-08,T,0
2022-08-08,former,бывший,2022-08-08,T,0
2022-08-08,formerly,раньше,2022-08-08,T,0
2022-08-08,fortunate,удачливый,2022-08-08,T,0
2022-08-08,fortune,удача,2022-08-08,T,0
2022-08-08,forum,форум,2022-08-08,T,0
2022-08-08,forward,передний,2022-08-08,T,0
2022-08-08,fossil,ископаемое,2022-08-08,T,0
2022-08-08,found,основывать,2022-08-08,T,0
2022-08-08,foundation,фонд,2022-08-08,T,0
2022-08-08,founder,основатель,2022-08-08,T,0
2022-08-08,fraction,доля,2022-08-08,T,0
2022-08-08,fragment,фрагмент,2022-08-08,T,0
2022-08-08,framework,рамки,2022-08-08,T,0
2022-08-08,fraud,мошенничество,2022-08-08,T,0
2022-08-08,freedom,свобода,2022-08-08,T,0
2022-08-08,freely,свободно,2022-08-08,T,0
2022-08-08,frequency,частота,2022-08-08,T,0
2022-08-08,frequent,частый,2022-08-08,T,0
2022-08-08,full-time,на постоянной основе,2022-08-08,T,0
2022-08-08,fully,полностью,2022-08-08,T,0
2022-08-08,fundamental,фундаментальный,2022-08-08,T,0
2022-08-08,fundamentally,в корне,2022-08-08,T,0
2022-08-08,funding,финансирование,2022-08-08,T,0
2022-08-08,furious,яростный,2022-08-08,T,0
2022-08-08,Furthermore,кроме того,2022-08-08,T,0
2022-08-08,gain,"получать, добиваться",2022-08-08,T,0
2022-08-08,gaming,азартные игры,2022-08-08,T,0
2022-08-08,gender,пол,2022-08-08,T,0
2022-08-08,gene,ген,2022-08-08,T,0
2022-08-08,generate,генерировать,2022-08-08,T,0
2022-08-08,genetic,генетический,2022-08-08,T,0
2022-08-08,genius,гений,2022-08-08,T,0
2022-08-08,genre,жанр,2022-08-08,T,0
2022-08-08,genuine,подлинный,2022-08-08,T,0
2022-08-08,genuinely,неподдельно,2022-08-08,T,0
2022-08-08,gig,кабриолет,2022-08-08,T,0
2022-08-08,globalization,глобализация,2022-08-08,T,0
2022-08-08,golden,золотой,2022-08-08,T,0
2022-08-08,goodness,доброта,2022-08-08,T,0
2022-08-08,gorgeous,великолепный,2022-08-08,T,0
2022-08-08,govern,править,2022-08-08,T,0
2022-08-08,governor,губернатор,2022-08-08,T,0
2022-08-08,grab,хватать,2022-08-08,T,0
2022-08-08,gradually,постепенно,2022-08-08,T,0
2022-08-08,grand,великий,2022-08-08,T,0
2022-08-08,grant,даровать,2022-08-08,T,0
2022-08-08,graphic,графический,2022-08-08,T,0
2022-08-08,graphics,графика,2022-08-08,T,0
2022-08-08,greatly,значительно,2022-08-08,T,0
2022-08-08,greenhouse,теплица,2022-08-08,T,0
2022-08-08,grocery,бакалея,2022-08-08,T,0
2022-08-08,guideline,директива,2022-08-08,T,0
2022-08-08,habitat,место обитания,2022-08-08,T,0
2022-08-08,handle,справиться,2022-08-08,T,0
2022-08-08,harbour,гавань,2022-08-08,T,0
2022-08-08,harm,вред,2022-08-08,T,0
2022-08-08,harmful,вредный,2022-08-08,T,0
2022-08-08,headquarters,штаб-квартира,2022-08-08,T,0
2022-08-08,heal,излечивать,2022-08-08,T,0
2022-08-08,healthcare,здравоохранение,2022-08-08,T,0
2022-08-08,hearing,слух,2022-08-08,T,0
2022-08-08,heaven,небо,2022-08-08,T,0
2022-08-08,heel,пятка,2022-08-08,T,0
2022-08-08,hell,ад,2022-08-08,T,0
2022-08-08,helmet,шлем,2022-08-08,T,0
2022-08-08,hence,следовательно,2022-08-08,T,0
2022-08-08,herb,трава,2022-08-08,T,0
2022-08-08,hesitate,стесняться,2022-08-08,T,0
